x,y,curvature
346418.072555,4070135.969513,0.0
346417.795523,4070136.258085,0.0
346417.518491,4070136.546657,0.0
346417.241459,4070136.835229,0.0
346416.964427,4070137.123801,0.0
346416.687395,4070137.412374,0.0
346416.410363,4070137.700946,0.0
346416.133331,4070137.989518,0.0
346415.853009,4070138.282223,0.0
346415.572686,4070138.574929,0.0
346415.292364,4070138.867634,0.0
346415.012041,4070139.16034,0.0
346414.731719,4070139.453045,0.0
346414.451396,4070139.745751,0.0
346414.171074,4070140.038456,0.0
346413.890751,4070140.331162,0.0
346413.610429,4070140.623867,0.0
346413.330106,4070140.916573,0.0
346413.049784,4070141.209278,0.0
346412.769461,4070141.501984,0.0
346412.489139,4070141.794689,0.0
346412.208816,4070142.087395,0.0
346411.928494,4070142.3801,0.0
346411.648171,4070142.672806,0.0
346411.367849,4070142.965511,0.0
346411.087526,4070143.258217,0.0
346410.807204,4070143.550922,0.0
346410.526881,4070143.843628,0.0
346410.246559,4070144.136333,0.0
346409.966236,4070144.429039,0.0
346409.685914,4070144.721744,0.0
346409.405591,4070145.01445,0.0
346409.125269,4070145.307155,0.0
346408.844946,4070145.599861,0.0
346408.564624,4070145.892566,0.0
346408.284301,4070146.185272,0.0
346408.003978,4070146.477977,0.0
346407.723656,4070146.770683,0.0
346407.443333,4070147.063388,0.0
346407.163011,4070147.356094,0.0
346406.882688,4070147.648799,0.0
346406.602366,4070147.941505,0.0
346406.322043,4070148.23421,0.0
346406.041721,4070148.526916,0.0
346405.761398,4070148.819621,0.0
346405.481076,4070149.112327,0.0
346405.200753,4070149.405032,0.0
346404.920431,4070149.697738,0.0
346404.640108,4070149.990444,0.0
346404.359786,4070150.283149,0.0
346404.079463,4070150.575855,0.0
346403.799141,4070150.86856,0.0
346403.518818,4070151.161266,0.0
346403.238496,4070151.453971,0.0
346402.958173,4070151.746677,0.0
346402.677851,4070152.039382,0.0
346402.397528,4070152.332088,0.0
346402.117206,4070152.624793,0.0
346401.836883,4070152.917499,0.0
346401.556561,4070153.210204,0.0
346401.276238,4070153.50291,0.0
346400.995916,4070153.795615,0.0
346400.715593,4070154.088321,0.0
346400.435271,4070154.381026,0.0
346400.154948,4070154.673732,0.0011720138246271
346399.874626,4070154.966437,0.0014634054822604248
346399.594303,4070155.259143,0.001754114620530029
346399.313981,4070155.551848,0.002044218847759006
346399.033658,4070155.844554,0.002333682448826066
346398.753335,4070156.137259,0.002622631652203597
346398.473013,4070156.429965,0.0029107210631762943
346398.194136,4070156.728149,0.0026168600915582093
346397.915259,4070157.026334,0.002323512382239959
346397.636382,4070157.324519,0.0035528982698410996
346397.357506,4070157.622704,0.004785532624490747
346397.078629,4070157.920889,0.006021403568994139
346396.799752,4070158.219073,0.0072602690605844305
346396.520875,4070158.517258,0.011913546267000308
346396.241998,4070158.815443,0.016193910840609168
346395.963122,4070159.113628,0.020127828177634664
346395.684245,4070159.411813,0.026534029065195034
346395.405368,4070159.709998,0.032739153938527596
346395.126491,4070160.008182,0.038479350933725995
346394.868708,4070160.320785,0.04324693576396276
346394.610925,4070160.633388,0.047637552908707886
346394.353142,4070160.945991,0.05166355048680495
346394.095359,4070161.258593,0.05755089161598902
346393.811488,4070161.692817,0.058998131496543746
